Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
Idiotic Burgerrs	0.391000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
begalseeker	0.390000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CafeCalebG	0.380000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CORGIDUDE	0.395000	0.012000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Screeech	0.392000	0.011000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Franimer	0.414000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hatsune Miku	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CandyCorn	0.058000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheGoldenTree	0.383000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheBOOKK_	0.358000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vinyl Starz	0.389000	0.006000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Akkar	0.398000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tromboon	0.379000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ilumina	0.380000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Linus The Idiot	0.378000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chain of buckets	0.380000	0.008000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Skyter	0.391000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
spagoot	0.375000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rem	0.378000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vku	0.372000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Drama-Donna	0.406000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
graph100	0.371000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Staccer	0.376000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EssWhyy	0.370000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bl_zs	0.377000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StrangeMushroom46	0.386000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Earth	0.381000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
syhr915	0.356000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hamshakes	0.379000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Try to fly	0.362000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fishy Chapis	0.335000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Saltrock	0.371000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Andromedakid_	0.371000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ozzymax	0.355000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
the gamer	0.351000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Stellar Student	0.395000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Box Recovery Center	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
supercoolguyomg!!!	0.382000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
decc of kards	0.376000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bubeafy	0.397000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SkullBook	0.377000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sunlight star	0.374000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Virgo Star	0.394000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rlb567	0.384000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CorruptNub	0.341000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The amazing rat cook	0.342000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Btoum-Roumada	0.383000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TwoQuantumBits	0.348000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ppsteve	0.350000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Shawn0623	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Thebigdude	0.388000	0.011000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mr Twister	0.371000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Darwinj	0.372000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BZW77	0.360000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EdFacts	0.372000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Legend of Pork	0.376000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gooey Kablooey	0.348000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
mizhasthebiz	0.375000	0.006000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
HarrisL2	0.363000	0.007000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Spacehalo	0.355000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ArctiTsar	0.338000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ToweletteOfficial	0.370000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chromium	0.359000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
xxbennyboygamerxx	0.373000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CJhasaboringname	0.372000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tibby Tibberson	0.378000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ExqzBeanz	0.353000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Loser McButtFace	0.377000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
eflerbs	0.352000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TryThePi	0.380000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BlueApple	0.359000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Firenight fright	0.359000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Whooplduf	0.401000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kafkamart	0.353000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
xXxTheSkeletonKingxXx	0.347000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AwTreeriously27	0.364000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
the Flarg	0.373000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Charlescausewhynot	0.369000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CaplanRebelGuy	0.328000	0.005000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fascism Ball	0.356000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
octo	0.363000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cloudspiral	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Makio	0.384000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
fishyflop	0.356000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ocean Waves	0.366000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
nici	0.350000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cloth	0.370000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ArandomBox	0.342000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AlphaBFDI	0.361000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
openguin	0.328000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Farty Mc Boyingson	0.338000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sammymammy	0.352000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kingdom of Princes	0.345000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Booky Cube	0.363000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Milo	0.332000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MingoTheGreat	0.350000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Central Spark	0.361000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Wave watcher	0.329000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ian X Wance	0.337000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Game Genie	0.382000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ChillyPie	0.353000	0.006000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Strawberry Cereal	0.361000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DayNightlight	0.342000	0.002000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jlx909	0.364000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dennis.	0.320000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Marul	0.341000	0.006000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jaxophone_	0.348000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GalaxyDragon	0.341000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
mr breadsona	0.342000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
voltdude	0.359000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sunshine Ray	0.343000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
So Coolest Book	0.325000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ScrubDub	0.330000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Spam glasses	0.357000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ace of Spades	0.347000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Orange Inspector	0.343000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lackluster	0.342000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Memez animates	0.331000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aaron Project Sekai!	0.345000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Stats-San	0.353000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tubipedia	0.019000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Propaganda Spreader	0.337000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FuzzyCoryal	0.337000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LittleT	0.324000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
csp929	0.324000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Floorboards In Your Room	0.321000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
I Am Always 2 Feet Away	0.342000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Totally Not ChatGPT	0.311000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cool guy	0.337000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Elongated Okapi	0.320000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Laharmo	0.340000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
However not	0.345000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DustKing	0.325000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gigi6898	0.346000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dr Henry Miller	0.330000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lockalist	0.336000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Crimson Knight	0.321000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
acid4096	0.346000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zelmp	0.323000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jonyayer	0.302000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MostSaneTwoFan	0.331000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pixel Polygon	0.293000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Grub Gee	0.316000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EnhanceWx	0.304000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gleaming Novelty	0.319000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
epic guy	0.323000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fedora Man	0.353000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Short_King	0.313000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Airpods15	0.290000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Unknown Aquatic Wonders	0.326000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RazzleDazzle	0.318000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rust Dust	0.333000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rukir	0.334000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
parttimebrother	0.330000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Book mario	0.316000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zip File	0.326000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ampersand055	0.326000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TaeK	0.323000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
hoo0	0.323000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NotBob	0.316000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Carolineeeeeeeeeeee	0.322000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LuxPak	0.327000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tow toast	0.312000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EEE WOW!	0.323000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
teal the tale	0.311000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Autistic queer	0.352000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Scratching Animator	0.356000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
lindin	0.330000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Purple Dude	0.315000	0.003000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Toasty Toast	0.324000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Diamond	0.316000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Happy	0.321000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SIlly Silvia	0.301000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nox Box	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ktoonsyeagod	0.317000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ScatterQuest	0.316000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SinkingSailor	0.335000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DZA	0.328000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FloatingFolder	0.314000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
andvarizal	0.318000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cook-Book	0.333000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Auggies tale	0.289000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Phi	0.306000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Blake blake blake blake blake	0.280000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Woodly Wormy	0.311000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Darkseed	0.330000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Noelle	0.309000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jumbo Jupiter	0.299000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Keyper	0.332000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BlobBoy925	0.300000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
heqwvtr	0.312000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Krispy Deebs	0.310000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Megonian	0.346000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-D-Tech-	0.309000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
that wierd insect	0.302000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Teddy yan	0.326000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BLADEULTRA	0.295000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Checkpointz	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WarioPower	0.319000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Eclipse Finder	0.321000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bryology Textbook	0.310000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pikmin 4 for the nintendo switch	0.318000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
My Roblox name that I always use when naming myself online Ethan0_77	0.315000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XanderHosick	0.290000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bucket bear official	0.313000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Piksal Chaos	0.323000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Claríssa’s Library	0.286000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Deep Deep Aqua	0.303000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pillowdreamms	0.310000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CandleH	0.306000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ice Rocky	0.315000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pokwou	0.292000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
_11YT	0.314000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pixel Master	0.308000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Notebook	0.300000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Festive Lite	0.319000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Eggz0lot	0.285000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TÜRK'LE GURUR TÜRK'LE GURUR DUYUYORUM VE AREMİ SOYKIRIMI OLMADIĞI OSMANL�	�c�?���x�&�?	0.298000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
