Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
DragonDude23112	0.591000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gabanzo Bean	0.500000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
micro.wav	0.998000	0.594000	0.338000	0.051000	0.016000	0.000000	0.000000	0.000000	0.000000	
EarthBound	0.527000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FreakyFern	0.562000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr	0.634000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PlainSheep314	0.111000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThatOneTiger	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheBattleRyan	0.477000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Handsome Gary	0.102000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Flippr	0.540000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Azure_Lazuli	0.116000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Super Dreamer	0.998000	0.592000	0.320000	0.042000	0.015000	0.001000	0.000000	0.000000	0.000000	
Moosical3927	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DeRailer50	0.660000	0.022000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Memeo (pronounced mee mee oh)	0.908000	0.020000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zactheblaze64	0.525000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Big Papi	0.151000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pinapps	0.180000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hamstermandoom	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Randomtrr2	0.531000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zlubbii	0.516000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
☝☝☝	0.550000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bpdoles	0.555000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
maplechandelure	0.640000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
frog	0.471000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
superbaconbro	0.109000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nave	0.505000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LegitSi	0.522000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TKMT_Aniki	0.105000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Marker The EWOWER!	0.497000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LucasZaKing	0.518000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CherryFanta	0.518000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
W1THRD	0.094000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
walkingsophie	0.509000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
2Wesolol	0.516000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chainshaw Sillyguy	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Icecreamlover	0.126000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThattsCherry	0.508000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
foxyq_	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rager Doom	0.492000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tundrox	0.518000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ReyOfficial	0.156000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Scar	0.514000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cyan_Copper	0.517000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
the real book	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dannium	0.997000	0.600000	0.332000	0.051000	0.017000	0.004000	0.000000	0.000000	0.000000	
Spinning Seat	0.574000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RickYay123	0.520000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
X Ball	0.489000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SebastianObjects	0.520000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fizzy Fang	0.116000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Average	0.112000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Brilliant Broc	0.533000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LeafyAnimations	0.111000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Forvelik	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
power_Startastic	0.514000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Epic Apple	0.525000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Olive Man	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ZeroHundred	0.528000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Arkaeriit	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Presently Amee	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Spotless Ace Galaxy	0.109000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AtreyuKillsIt!	0.482000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CharMar	0.502000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
minekylemania	0.997000	0.664000	0.418000	0.099000	0.042000	0.006000	0.002000	0.000000	0.000000	
Beek	0.489000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheYellowMarioN64	0.128000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NumberGabe	0.998000	0.636000	0.390000	0.062000	0.016000	0.002000	0.002000	0.000000	0.000000	
Enchanting Daisy	0.532000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GtheBumbleBee	0.105000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Krásnaja Zvezdá	0.112000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dab5terTheDude	0.101000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Disksjw	0.598000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ToffeeLime	0.517000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Permanent Marker	0.111000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cool Blitz	0.137000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
internetleaf	0.998000	0.653000	0.392000	0.076000	0.027000	0.002000	0.000000	0.000000	0.000000	
Nerocitymapping	0.521000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sherbert♡	0.420000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pantastic_J	0.551000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Noob_97	0.499000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PatchBear	0.132000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TwistedElite	0.577000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Code⁴	0.601000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
tdstr	0.128000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WhyOnEarthWouldYouAllowUsToMakeOurUsernamesUpToSeventyFiveCharactersCaryOMG	0.627000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GGB 123	0.998000	0.582000	0.316000	0.047000	0.019000	0.001000	0.001000	0.000000	0.000000	
Urki	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Melon Munchie	0.108000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lazymation Studios	0.508000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FracturedCyan	0.949000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nathaniel	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
HBJ	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Anti_Gyro	0.888000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dmitry Klimov	0.134000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RedLaser4000	0.108000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Alsocalledidiot	0.580000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zkyflowr	0.537000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jr!!! :P	0.137000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Blue Raspberry	0.101000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TeamSuperPlanet	0.996000	0.631000	0.382000	0.079000	0.033000	0.003000	0.002000	0.001000	0.000000	
Jimmy the Ugly	0.528000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Stardust Pond	0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
thatoneperson	0.084000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CallieFromOctober	0.110000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gay Raccoons	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rhay918	0.548000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lyzane	0.505000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
YOYLECAKE FAN	0.082000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cam Dagreat	0.522000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aostrele	0.503000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Axo	0.093000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Riomations	0.485000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
snalgae	0.091000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Illevolate	0.520000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Super MDZ TV	1.000000	0.586000	0.343000	0.060000	0.017000	0.000000	0.000000	0.000000	0.000000	
Murytrees2	0.096000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zlombt :3	0.596000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chip	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bit kit	0.472000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gordle	0.477000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tntnol	0.137000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jorik_Eternity	0.999000	0.642000	0.387000	0.075000	0.026000	0.004000	0.001000	0.000000	0.000000	
simonismark	0.477000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TNowA	0.533000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WingpondTheDuck	0.557000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sonic101	0.450000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NBC Tube	0.102000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CatPhanta	0.579000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MaxIsWell	0.454000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Novak	0.161000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Otaku Logan	0.481000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SiphonophoreSlinger	0.921000	0.363000	0.195000	0.031000	0.011000	0.000000	0.000000	0.000000	0.000000	
Tradgore	0.117000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DetachedHat1799	0.504000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DaCheesesDoggo	0.491000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bob	0.478000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SuperPancake04	0.094000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yippee!	0.586000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Connie Kwok	0.084000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bloxy	0.085000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kaleidoscopes	0.090000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DeltaDrillster	0.995000	0.502000	0.234000	0.025000	0.010000	0.000000	0.000000	0.000000	0.000000	
Meta (but as an Author)	0.113000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dylan James “David” Edes	0.607000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WandererSkye	0.999000	0.628000	0.353000	0.066000	0.026000	0.002000	0.001000	0.001000	0.001000	
DrumaculousisNOTaword	0.467000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chaz_Kat	0.078000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
faultif	0.448000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Moony Eclipsey	0.999000	0.633000	0.377000	0.072000	0.022000	0.001000	0.001000	0.001000	0.000000	
Trix	0.486000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
sillyalxander	0.590000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Iashiash	0.093000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1'MN0T7HA7P0PULA4	0.491000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Noodle Ravioli	0.484000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Requielle	0.101000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Neoncolors	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Travis Scott	0.527000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Carter the Violet Yoshi	0.096000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
notabreakfastfood	0.476000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
twistybit	0.993000	0.298000	0.114000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	
Inkling Koopa	0.507000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PotassiumTree247	0.128000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
hamster1	0.997000	0.617000	0.371000	0.057000	0.028000	0.001000	0.000000	0.000000	0.000000	
Tomato of the Tomato	0.574000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pursued Trauma	0.993000	0.629000	0.397000	0.080000	0.030000	0.001000	0.000000	0.000000	0.000000	
Aceidic	0.092000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GOOFY GOOBER	0.527000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FazGuy	0.101000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BobsterNub	0.111000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
baffle sauce	0.087000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The-Maxter >:D	0.086000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Youreallythinkicancomeupwithaname	0.423000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Admiral Dylan	0.074000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nino Eggies	0.525000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cubez0id Studi0s	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jab-Hab	0.521000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Daniel the Degenerate	0.070000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
kamiisyna	0.090000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Strawb	0.534000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BrashFoil7	0.999000	0.639000	0.363000	0.057000	0.024000	0.003000	0.002000	0.000000	0.000000	
Salmon Pamcakes	0.083000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cherrycakey	0.522000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
W3rt24	0.499000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Baggets	0.117000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
nebula	0.108000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SpideyGG	0.448000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Moo92	0.089000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dijitalex	0.498000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Demetrius Demarcus Bartholomew Bo-bobby James McSenior Sauce the 3rd.Jr	0.995000	0.608000	0.368000	0.052000	0.023000	0.001000	0.001000	0.000000	0.000000	
Mr. Rando	0.461000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ufo	0.102000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jabien	0.513000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JoanStar	0.467000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ToadMX	0.455000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GloriousPotato	0.499000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mr. Tripple Dwooper	0.427000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
IceTypesDontSuck	0.566000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
wth-is-tenese-balb	0.576000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KarlYeah23	0.098000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nice Variety	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AmoebaShleeba	0.511000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Much_Sophia	0.083000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lach15bro	0.583000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Awesomeone Cool	0.071000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bobe	0.997000	0.608000	0.365000	0.058000	0.020000	0.001000	0.000000	0.000000	0.000000	
Tacos Fly	0.477000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
OLED	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jbmations	0.466000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JoyfulJordon	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Digi Boi	0.490000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DUMMY4	0.545000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jolly Pikachu	0.423000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TALK jpg	0.446000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bloomhighs	0.089000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
csg21	0.512000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GobsonTheWizard	0.128000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
C-Bob	0.087000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LeafSilvery	0.065000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Blazing Clover	0.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Neg+ive	0.538000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Steven Uneven	0.073000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NG64	0.581000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lime Animates	0.086000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Raccoon Demon	0.458000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gerimatod	0.082000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheWaffleMan	0.508000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fhilp	0.474000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Herr Musiker	0.476000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MadhavGullapalli	0.117000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bryandrr	0.471000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Electrified Mayonaise	0.546000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
crayola	0.489000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
epic bagel man	0.451000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TacoSTUDIOS	0.464000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ex 5	0.469000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Explosive Nails	0.511000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StevenOct	0.502000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FrenzyTinpot	0.070000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
penny	0.508000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MikesCreativePalace	0.519000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Marble Racer	0.651000	0.018000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KidNamedPerson	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
hecko	0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Random Multiverses	0.109000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Joke_Deleted	0.089000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
VUMANCHU	0.459000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
UQAU	0.466000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Azuran	0.465000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mommafox9	0.462000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RED-DEX	0.476000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1Kick234	0.998000	0.591000	0.343000	0.049000	0.022000	0.001000	0.001000	0.000000	0.000000	
Avery	0.092000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Saint	0.448000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Flying Pebble Machine	0.555000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Crazy Yoshi	0.473000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
